attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
38,3.17,64,36,0.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
75,7.12,14,52,7.0,50.95,High,Student shows overall stability
89,9.14,8,89,9.2,17.69,Low,Student shows overall stability
26,1.03,80,47,3.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
69,7.02,21,66,4.0,61.76,High,Student shows overall stability
52,2.02,114,15,0.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,9.99,3,94,8.3,6.68,Low,Student shows overall stability
23,1.19,65,36,2.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
86,7.51,5,93,8.1,27.19,Medium,Student shows overall stability
19,2.21,110,3,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
36,3.19,94,3,0.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
77,6.7,28,66,5.9,57.93,High,Student shows overall stability
92,9.36,9,85,7.6,19.21,Low,Student shows overall stability
18,2.42,94,48,1.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
99,7.66,8,92,7.5,20.45,Low,Student shows overall stability
79,7.07,36,64,5.2,60.04,High,Student shows overall stability
10,4.07,55,4,0.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
77,5.83,39,79,5.8,65.07,High,Student shows overall stability
58,1.64,58,41,3.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
84,9.6,4,99,9.4,13.82,Low,Student shows overall stability
64,6.91,35,53,4.1,74.51,High,Low attendance
34,2.4,96,35,3.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
91,7.84,3,83,7.0,25.59,Medium,Student shows overall stability
89,8.21,6,82,7.8,25.44,Medium,Student shows overall stability
9,1.5,93,30,1.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
43,0.86,95,42,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
56,1.9,89,32,3.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
94,7.55,7,90,9.9,20.0,Low,Student shows overall stability
66,6.29,35,61,6.4,70.57,High,Student shows overall stability
64,7.46,27,54,6.0,63.91,High,Low attendance
96,8.66,8,100,8.8,14.25,Low,Student shows overall stability
68,5.54,13,59,4.3,66.29,High,Student shows overall stability
32,2.88,100,33,1.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
66,6.92,26,51,4.2,69.19,High,Student shows overall stability
60,6.36,14,51,6.0,65.85,High,Low attendance
89,8.66,2,86,8.6,18.69,Low,Student shows overall stability
87,7.78,9,82,7.2,31.53,Medium,Student shows overall stability
31,1.42,59,25,1.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
21,0.1,118,21,0.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
88,8.9,9,96,7.1,22.85,Low,Student shows overall stability
82,9.77,0,89,8.5,15.12,Low,Student shows overall stability
99,8.63,1,90,9.3,10.14,Low,Student shows overall stability
55,1.03,47,23,1.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
36,3.49,94,8,1.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
39,2.86,99,19,2.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
95,9.64,2,97,7.5,10.88,Low,Student shows overall stability
60,5.57,17,54,6.2,70.49,High,Low attendance
36,2.42,109,45,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
11,4.07,55,0,1.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
20,3.99,73,3,4.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
58,0.89,66,4,2.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
79,7.28,14,52,4.6,52.57,High,Student shows overall stability
51,5.05,45,18,3.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
1,4.52,112,20,1.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
11,1.84,60,27,3.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
100,8.55,1,88,9.2,10.09,Low,Student shows overall stability
90,9.13,5,96,9.5,13.8,Low,Student shows overall stability
74,6.01,42,69,6.2,68.65,High,Student shows overall stability
82,9.22,6,85,9.6,20.47,Low,Student shows overall stability
87,7.68,2,83,9.6,22.79,Low,Student shows overall stability
94,8.03,2,100,8.2,16.57,Low,Student shows overall stability
35,4.79,78,8,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
77,6.8,15,76,4.0,52.97,High,Student shows overall stability
81,8.62,5,93,9.6,21.84,Low,Student shows overall stability
62,6.33,23,76,5.3,66.17,High,Low attendance
93,9.8,6,95,9.1,10.06,Low,Student shows overall stability
2,4.15,112,27,0.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
8,1.68,58,46,1.8,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
100,8.85,7,96,7.7,12.27,Low,Student shows overall stability
99,8.25,4,82,7.7,17.97,Low,Student shows overall stability
40,0.26,107,27,3.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
73,6.18,25,78,6.5,58.14,High,Student shows overall stability
91,8.96,1,100,8.6,12.9,Low,Student shows overall stability
99,8.05,0,100,7.3,13.73,Low,Student shows overall stability
3,4.78,104,7,2.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
71,7.32,24,58,5.0,60.05,High,Student shows overall stability
87,9.87,5,99,9.4,11.13,Low,Student shows overall stability
66,5.76,13,71,6.4,59.86,High,Student shows overall stability
43,5.23,73,26,3.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
65,5.64,34,67,5.1,75.47,High,Student shows overall stability
67,5.98,10,74,5.0,58.54,High,Student shows overall stability
67,6.44,29,73,5.8,65.06,High,Student shows overall stability
76,5.52,17,60,6.5,58.96,High,Student shows overall stability
86,9.51,0,89,7.9,15.41,Low,Student shows overall stability
8,4.49,88,40,3.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
66,6.65,48,62,6.0,75.0,High,Student shows overall stability
90,7.83,0,87,8.3,19.75,Low,Student shows overall stability
67,6.84,21,78,4.9,59.72,High,Student shows overall stability
38,5.25,108,7,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
92,9.57,0,94,9.6,7.67,Low,Student shows overall stability
83,8.46,3,97,7.3,24.1,Low,Student shows overall stability
67,7.0,42,61,4.2,73.5,High,Student shows overall stability
66,6.33,38,58,5.9,73.22,High,Student shows overall stability
12,0.06,90,8,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
19,3.51,41,28,0.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
67,7.14,21,52,5.3,62.54,High,Student shows overall stability
94,7.61,4,96,7.6,21.51,Low,Student shows overall stability
65,7.19,27,53,6.0,64.87,High,Student shows overall stability
100,9.65,1,82,8.4,8.62,Low,Student shows overall stability
68,6.36,49,60,5.7,76.66,High,Student shows overall stability
63,6.29,33,56,5.5,74.19,High,Low attendance
86,7.86,7,80,8.0,29.37,Medium,Student shows overall stability
89,9.11,2,90,8.2,16.76,Low,Student shows overall stability
10,1.71,77,4,2.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
55,5.43,104,30,2.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
84,8.07,7,82,9.9,25.45,Medium,Student shows overall stability
73,5.56,36,59,5.2,72.95,High,Student shows overall stability
94,8.72,9,84,9.5,17.58,Low,Student shows overall stability
64,6.45,15,53,7.0,61.22,High,Low attendance
72,6.71,26,62,6.9,58.96,High,Student shows overall stability
4,0.85,88,12,2.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
58,4.61,42,41,3.3,98.01,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
57,0.32,85,43,0.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
3,1.91,102,23,4.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
81,8.72,2,96,9.2,19.64,Low,Student shows overall stability
98,8.0,4,87,7.1,19.95,Low,Student shows overall stability
63,7.31,36,70,5.8,66.66,High,Low attendance
74,7.24,30,71,6.4,56.08,High,Student shows overall stability
96,9.2,8,93,7.1,16.58,Low,Student shows overall stability
50,2.54,87,43,1.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
54,2.06,114,32,2.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
70,7.34,26,68,6.7,56.21,High,Student shows overall stability
78,6.7,13,56,6.9,50.04,High,Student shows overall stability
88,7.65,0,96,9.5,17.12,Low,Student shows overall stability
18,1.72,106,4,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
75,7.03,31,78,4.1,60.18,High,Student shows overall stability
9,0.74,60,15,3.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
62,5.92,39,64,7.0,75.15,High,Low attendance
96,7.72,6,82,9.2,20.34,Low,Student shows overall stability
0,0.38,52,39,3.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
8,4.21,75,34,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
88,9.31,3,85,7.9,18.44,Low,Student shows overall stability
73,7.12,41,51,4.0,70.98,High,Student shows overall stability
85,8.25,7,96,8.5,23.99,Low,Student shows overall stability
15,2.63,105,1,2.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
61,6.06,17,72,6.8,62.65,High,Low attendance
66,6.45,10,66,5.9,56.61,High,Student shows overall stability
20,1.18,58,24,0.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
22,4.77,113,9,3.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
79,6.87,23,67,6.1,52.83,High,Student shows overall stability
23,1.59,69,3,0.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
17,2.21,70,13,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
10,1.49,88,14,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
97,8.19,5,96,7.2,18.39,Low,Student shows overall stability
40,1.87,83,28,3.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
42,1.49,66,33,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
14,5.19,88,5,1.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
36,0.64,68,32,3.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
