attendance,cgpa,fee_delay,assignments,engagement,risk_score
84,9.13,4,73,7.8,12.46
95,8.34,12,70,8.1,15.58
42,5.89,3,76,7.7,60.51
13,8.29,24,87,7.9,81.9
96,8.03,2,87,8.9,10.73
37,5.34,40,77,6.4,91.52
16,5.45,86,68,6.3,100.0
8,4.67,88,83,6.3,100.0
39,6.19,34,82,4.8,79.2
52,8.67,102,66,6.8,69.04
1,6.75,41,65,7.3,100.0
23,6.41,69,65,7.0,100.0
89,8.78,14,73,6.4,16.78
7,8.63,80,61,7.6,100.0
50,6.51,28,62,7.1,64.34
74,7.17,25,84,5.2,32.7
77,7.16,13,70,6.7,28.61
56,8.07,8,70,8.5,36.57
91,7.58,4,70,7.6,17.51
39,8.54,46,79,6.1,63.93
31,8.43,2,81,5.1,52.21
1,8.72,73,66,8.7,100.0
6,8.78,10,65,5.6,82.45
80,7.62,14,77,6.3,24.72
14,6.5,41,77,5.7,100.0
96,8.04,12,76,8.8,15.24
71,5.65,13,63,6.7,40.45
76,7.46,32,72,6.2,33.72
76,6.23,37,78,6.1,40.63
51,7.98,109,71,7.5,75.18
88,8.31,10,72,7.3,17.19
31,9.47,39,76,6.9,58.77
38,6.89,72,67,4.1,92.42
63,6.91,49,60,5.1,60.24
94,9.38,9,87,7.8,8.94
84,7.64,9,75,8.0,20.35
76,5.66,15,72,4.5,37.36
77,6.73,11,67,6.4,30.61
97,8.36,2,72,7.5,12.28
24,8.26,61,82,6.3,87.35
44,4.79,62,76,5.2,98.55
2,9.19,9,76,8.2,79.19
96,8.9,10,78,8.6,11.28
54,8.97,8,71,6.3,33.33
7,5.94,46,63,5.5,100.0
88,9.97,2,87,8.7,4.73
100,9.49,14,84,7.6,10.03
74,7.36,18,79,4.3,30.19
21,5.26,4,66,6.7,91.8
73,6.89,29,82,6.2,35.96
68,6.91,11,75,6.4,33.97
72,7.03,24,60,5.3,37.1
90,9.8,3,76,8.7,6.69
65,6.49,16,73,6.8,39.73
69,6.53,34,82,4.5,42.01
74,7.29,12,62,6.0,30.72
91,8.66,8,83,7.5,12.85
40,6.49,100,69,6.8,100.0
35,7.02,97,83,4.4,99.75
43,7.78,98,73,7.5,84.07
61,6.35,34,60,5.7,59.5
78,7.43,25,72,4.1,30.82
67,7.07,40,72,6.0,43.45
77,6.64,38,65,6.9,39.28
64,6.42,19,78,5.6,47.68
9,8.53,116,62,6.3,100.0
10,6.18,18,87,6.5,100.0
3,6.82,36,78,7.4,100.0
63,6.77,28,69,5.2,51.36
95,9.16,11,87,7.2,10.73
78,7.12,27,65,4.6,33.79
34,4.69,64,67,8.2,100.0
45,5.76,4,82,8.9,57.62
29,6.91,64,62,7.0,98.63
95,9.68,14,85,6.1,10.79
69,6.73,18,81,6.0,36.09
64,7.13,20,67,5.8,44.95
100,7.51,2,80,8.3,13.37
95,8.99,2,78,7.8,9.17
76,6.86,21,83,4.2,32.03
26,7.53,17,86,6.7,72.29
20,5.99,33,83,6.0,100.0
53,9.19,23,60,8.7,37.9
42,7.25,68,79,8.7,79.74
45,7.48,87,67,4.2,85.78
79,6.22,43,70,5.2,41.91
24,8.9,109,70,4.3,92.69
76,6.65,49,63,6.3,43.97
87,8.46,9,87,7.1,14.95
49,8.25,1,72,5.7,38.15
29,9.09,103,74,6.4,84.51
100,9.59,2,84,6.1,7.12
63,6.74,17,62,6.9,46.74
35,7.83,35,70,4.6,71.07
53,6.24,41,83,7.3,66.64
65,5.86,20,71,5.8,45.29
79,5.67,24,60,6.2,39.71
88,7.76,3,85,7.7,15.53
97,7.78,1,79,8.2,12.73
31,6.68,70,86,5.7,98.97
16,8.9,1,84,5.0,62.33
82,9.04,1,88,6.7,11.69
76,6.05,31,65,5.4,41.27
71,7.42,25,84,4.9,33.12
77,6.19,25,63,6.7,37.86
97,8.45,0,79,6.6,11.19
33,7.75,59,81,4.7,82.51
83,8.24,3,74,6.8,17.2
44,8.81,115,60,5.2,75.67
62,6.63,36,76,5.5,55.68
98,8.94,4,82,7.0,9.81
54,5.99,2,89,4.2,47.65
59,6.72,77,60,7.3,75.04
55,6.5,97,78,4.6,84.41
12,4.62,82,68,4.4,100.0
93,9.49,0,89,6.5,6.63
97,9.81,9,75,8.7,7.64
93,9.13,10,81,8.7,10.41
25,6.27,44,88,8.4,96.4
86,8.29,10,89,8.3,15.16
28,6.58,62,73,4.8,100.0
18,7.0,13,74,6.9,85.25
23,6.64,94,89,6.7,100.0
26,6.13,25,77,5.3,90.55
57,5.21,92,76,7.1,91.86
27,5.73,3,82,7.8,77.06
85,8.32,5,82,7.3,15.36
35,8.39,23,64,8.6,59.34
37,7.25,28,64,5.4,71.69
82,8.32,10,82,6.1,18.96
41,5.22,16,68,5.3,77.3
100,7.93,8,71,8.6,14.51
75,6.17,44,69,4.8,44.83
5,5.69,37,81,6.5,100.0
86,7.93,11,70,6.6,20.6
87,8.71,1,82,8.4,10.94
71,6.22,32,60,5.5,44.36
58,5.69,15,79,5.9,55.37
43,8.0,36,67,6.3,62.37
85,9.04,0,75,7.1,11.7
48,8.23,31,81,8.9,50.32
5,7.11,15,62,4.4,100.0
69,5.71,32,62,5.7,48.1
86,9.76,0,72,6.0,9.45
73,6.56,40,80,4.6,41.5
42,7.11,115,89,4.2,90.72
57,5.96,117,73,6.1,87.34
40,8.46,44,72,8.8,61.68
67,6.38,34,62,5.5,46.51
85,7.91,4,71,6.6,18.75
83,9.38,0,71,7.1,11.22
85,8.27,6,71,6.5,17.9
63,7.23,34,66,5.9,51.16
90,8.92,3,87,8.3,9.37
75,7.3,49,60,6.2,41.74
59,9.48,9,77,4.1,26.28
32,8.7,25,69,6.2,61.62
61,5.65,15,82,5.8,52.67
14,7.36,113,75,8.4,100.0
85,8.54,4,79,7.1,14.65
58,5.72,32,64,7.8,63.71
97,9.68,4,87,8.8,5.06
30,8.84,117,70,5.6,87.24
92,8.22,13,89,7.6,15.16
74,5.73,10,80,5.0,35.73
69,5.59,17,78,5.2,42.15
35,7.78,35,84,6.3,69.54
44,6.2,86,84,5.2,95.78
96,7.54,2,89,7.5,13.53
79,6.57,10,72,4.6,29.75
22,9.15,23,72,4.3,65.95
30,7.93,30,66,4.7,73.49
62,6.4,26,80,6.7,51.84
87,7.83,9,78,6.5,19.21
61,7.45,28,81,5.7,46.81
3,5.26,26,78,4.3,100.0
69,5.9,13,79,5.0,39.18
25,6.61,72,70,6.4,100.0
87,8.85,4,77,8.6,11.75
88,8.95,14,85,7.4,14.12
68,5.86,21,81,4.8,42.29
36,5.84,97,67,5.9,100.0
89,8.9,8,83,8.8,11.32
63,7.3,42,80,5.6,52.23
45,8.32,6,61,5.1,45.4
94,7.69,12,79,6.9,18.23
68,6.69,47,67,6.7,47.13
9,7.73,3,75,7.6,82.21
84,9.65,5,86,7.0,9.58
72,7.39,43,78,5.4,39.03
81,9.91,3,86,7.0,8.64
88,8.89,14,73,7.4,15.84
89,9.64,8,70,6.6,11.51
79,5.84,37,81,5.2,40.54
97,7.63,5,76,8.2,14.9
42,8.24,50,68,7.2,66.05
76,6.71,31,62,6.9,37.74
67,7.25,15,61,6.2,35.87
92,8.18,5,71,6.2,16.06
70,5.85,39,67,6.7,47.69
84,8.97,7,74,8.4,13.55
90,7.59,8,75,7.0,18.91
36,8.35,11,72,8.5,52.34
32,9.04,106,68,7.3,82.14
77,6.28,48,82,4.5,42.87
95,9.21,9,74,8.4,10.57
98,8.11,13,88,7.5,14.56
59,8.92,32,86,8.8,36.26
81,8.43,5,80,6.0,17.61
88,7.97,8,70,8.8,17.11
21,6.01,65,75,7.8,100.0
55,4.51,64,74,7.8,88.24
97,8.81,1,82,6.0,10.24
60,5.66,31,62,6.9,62.8
71,7.33,16,69,5.0,32.57
86,9.56,13,81,7.1,12.43
90,8.48,0,80,6.8,12.31
79,5.51,29,67,5.1,41.31
84,8.0,0,80,7.4,15.71
72,6.36,35,84,5.4,41.1
55,8.87,65,63,4.2,56.82
68,6.78,15,74,4.4,36.39
85,7.93,4,89,6.8,16.32
93,9.49,12,89,7.4,9.73
98,8.1,1,86,8.7,10.14
12,5.97,49,70,5.9,100.0
65,7.43,36,63,6.2,42.45
30,9.25,88,76,6.1,80.81
35,7.92,66,60,7.0,83.37
71,6.31,14,74,6.5,36.21
72,6.1,19,69,6.2,39.09
84,8.49,3,79,6.5,15.39
72,5.64,15,79,6.7,38.59
65,6.27,24,63,6.2,45.14
16,7.87,23,69,5.2,85.82
64,7.18,14,71,4.7,41.4
36,7.41,14,78,8.1,61.28
86,8.92,13,87,7.1,14.47
83,9.61,0,88,7.3,8.03
71,7.08,20,79,5.3,33.92
47,8.19,13,63,6.5,47.62
22,4.65,38,85,6.0,100.0
16,9.27,59,62,7.4,84.97
57,8.93,17,70,8.0,34.17
72,7.31,40,79,6.8,37.76
77,5.73,42,81,5.3,43.75
62,6.75,24,74,5.7,49.93
0,5.06,54,83,7.9,100.0
86,8.52,10,82,7.6,15.53
73,5.72,40,63,5.9,47.81
53,8.68,114,69,4.1,68.45
97,9.03,6,81,6.1,11.04
79,6.53,34,82,5.5,36.21
47,5.07,90,84,7.5,100.0
94,8.34,7,78,6.0,14.93
61,5.5,20,69,5.5,57.68
93,9.34,10,77,6.1,12.11
31,8.16,96,73,4.8,93.53
24,9.41,109,64,8.3,84.96
58,5.85,47,66,7.3,69.51
80,7.74,13,73,7.3,23.54
96,9.1,11,73,8.0,11.93
75,6.72,44,72,5.9,41.78
60,6.31,15,81,6.9,48.66
58,7.65,38,72,4.9,52.92
65,6.44,26,84,5.7,42.44
57,6.18,44,87,5.6,65.29
51,5.77,84,72,5.3,92.64
50,6.92,53,68,6.5,71.81
83,8.23,11,71,7.8,19.27
62,7.41,45,81,6.5,52.95
54,8.8,90,84,8.5,62.68
21,6.97,80,86,8.9,100.0
91,7.94,12,85,8.7,15.85
94,8.49,10,71,7.8,14.65
56,4.53,104,63,4.1,100.0
97,9.67,13,80,7.6,9.74
61,7.3,32,74,5.0,50.39
76,6.9,26,74,5.5,34.47
85,9.89,1,77,7.2,7.91
90,9.96,6,87,6.3,7.6
10,8.7,10,74,5.8,77.53
77,6.13,37,75,5.0,40.98
53,7.92,65,81,5.4,64.51
24,4.78,104,62,6.9,100.0
80,9.31,13,81,7.8,14.89
73,6.98,20,71,5.9,34.23
8,9.14,102,63,5.2,100.0
15,8.73,35,77,5.2,82.4
64,7.11,34,61,5.5,51.82
19,4.76,92,72,7.2,100.0
84,7.96,12,82,6.6,20.09
97,8.79,10,82,8.4,11.24
90,8.59,9,81,8.6,13.01
92,9.52,10,88,6.6,9.9
74,5.81,49,64,6.9,48.67
50,7.03,31,65,8.6,60.19
16,6.27,40,75,5.6,100.0
89,9.4,1,88,8.6,6.62
82,7.73,11,71,8.9,21.06
18,9.04,51,73,5.6,82.38
22,8.02,25,70,5.8,78.44
5,6.31,8,81,8.4,100.0
83,7.61,12,79,6.3,22.68
66,5.79,48,82,4.1,52.38
97,8.96,0,86,8.0,7.34
68,7.43,37,75,6.9,38.93
97,9.86,3,75,8.3,5.95
68,5.52,26,81,4.2,45.65
73,6.32,25,80,6.4,37.76
61,6.52,30,75,5.8,54.79
51,4.84,89,74,4.1,100.0
65,6.94,18,62,5.8,39.81
68,7.21,14,69,6.2,34.18
72,7.11,49,67,5.0,43.64
34,5.95,57,83,7.5,95.9
93,9.73,2,70,8.1,7.32
5,6.73,101,64,5.3,100.0
76,6.52,36,82,4.6,38.51
66,7.3,24,70,5.7,38.11
94,8.07,14,81,9.0,15.45
90,9.39,4,71,8.0,9.89
86,8.08,4,84,7.6,15.35
21,6.24,19,70,6.9,92.45
65,7.19,22,67,5.8,39.08
49,7.91,21,72,5.8,51.09
20,8.6,60,71,4.2,89.06
90,7.68,6,74,8.9,16.52
95,9.49,6,71,8.2,9.08
71,6.88,35,62,4.7,41.68
37,7.61,16,68,4.8,62.51
33,6.38,72,73,5.0,100.0
61,6.53,16,81,4.1,47.59
43,5.17,64,78,7.1,96.3
93,7.7,4,84,8.4,14.18
97,9.93,14,84,7.4,8.72
38,7.6,54,86,6.5,75.76
74,6.98,19,82,4.9,32.05
91,9.36,2,88,6.9,8.01
81,9.84,10,78,6.7,12.31
98,8.3,9,89,7.1,12.84
95,8.24,11,87,6.9,14.59
33,7.6,44,66,8.4,77.64
38,4.96,27,71,7.3,87.15
95,9.26,14,80,8.0,11.49
86,7.59,3,79,7.1,18.11
99,9.54,13,72,6.3,12.07
86,8.23,9,84,7.0,16.73
55,8.85,26,81,7.3,39.07
99,8.33,0,77,7.8,10.63
84,9.15,9,77,7.5,13.66
70,7.07,31,81,4.3,37.75
10,8.9,104,85,5.9,100.0
46,8.09,67,78,4.9,70.18
45,7.13,107,77,6.9,88.24
45,7.27,51,84,4.4,71.23
69,6.94,19,84,5.7,34.95
73,6.01,43,79,4.1,45.35
82,8.93,3,81,6.4,13.9
19,6.02,64,75,4.3,100.0
89,9.76,13,89,8.3,8.9
93,8.81,4,82,6.1,11.75
98,9.91,0,87,8.6,3.1
97,9.11,2,79,7.9,8.28
56,8.75,30,87,5.8,41.05
59,6.78,111,78,4.2,78.5
25,8.23,50,83,6.1,82.14
88,9.3,12,79,6.5,13.45
30,5.88,55,67,6.6,100.0
0,5.34,101,61,7.5,100.0
10,6.55,62,75,7.9,100.0
29,6.37,111,74,8.7,100.0
68,6.09,30,64,6.5,45.55
85,8.99,5,85,6.4,12.76
2,5.67,101,89,4.7,100.0
79,7.49,11,67,6.4,26.01
53,5.01,11,74,4.9,62.91
36,7.67,18,77,8.6,60.82
89,7.93,5,72,8.5,16.0
26,6.67,42,82,6.0,93.18
75,6.94,28,78,4.9,34.98
85,9.94,9,75,7.4,10.27
5,9.17,74,67,5.0,100.0
50,5.49,87,80,4.3,96.3
4,5.24,92,75,4.5,100.0
61,7.27,22,77,5.3,45.93
34,9.29,0,89,7.1,39.04
80,9.38,14,86,7.9,14.19
50,5.69,49,85,8.4,76.2
62,6.21,37,71,5.6,59.59
81,7.93,4,72,6.2,20.43
94,9.76,10,77,7.8,8.96
94,7.73,2,82,6.6,14.77
70,6.61,19,76,4.8,36.99
45,5.63,9,62,7.0,65.87
36,6.96,88,61,5.2,100.0
65,6.35,48,81,5.7,50.11
82,8.05,9,80,8.3,18.46
83,8.75,9,80,8.0,15.12
82,8.23,0,89,9.0,13.16
39,8.78,110,60,5.8,80.5
45,6.31,14,66,4.6,64.11
40,6.68,56,71,5.3,85.0
19,7.01,26,79,5.2,90.98
87,8.62,9,87,6.7,14.55
84,8.9,4,89,6.1,12.97
92,8.42,12,86,7.3,14.62
89,8.24,10,72,8.3,16.42
37,5.91,63,64,7.0,98.11
86,8.53,0,87,7.8,11.55
82,7.86,12,80,6.4,21.75
93,9.51,5,70,6.8,10.19
97,8.73,11,89,7.0,12.01
91,8.16,13,74,6.8,18.09
45,8.16,98,65,8.0,79.17
11,7.48,72,71,6.2,100.0
74,6.78,48,63,5.6,44.33
62,6.04,15,64,4.7,51.51
96,7.61,9,70,8.8,16.72
26,4.88,92,61,4.8,100.0
36,5.59,59,85,5.6,98.64
38,8.68,17,61,5.7,53.9
21,6.18,27,87,5.3,95.93
24,7.0,70,80,7.9,100.0
61,5.88,28,71,6.3,58.49
100,8.74,2,85,8.9,7.81
18,5.05,19,65,7.0,100.0
97,7.66,2,79,8.0,13.63
2,8.92,75,85,7.1,100.0
70,5.83,36,82,4.2,45.68
95,8.62,7,83,7.9,11.51
31,5.98,114,67,5.9,100.0
13,5.18,107,64,5.4,100.0
89,8.2,9,83,9.0,14.44
5,6.53,18,89,8.8,100.0
76,6.89,27,71,4.4,35.22
17,8.4,79,63,6.3,100.0
79,6.58,49,82,5.6,40.64
100,7.66,13,79,6.4,17.83
47,5.2,47,79,7.6,83.67
20,4.6,18,73,5.8,100.0
89,8.28,12,80,7.0,16.92
2,6.06,77,79,5.7,100.0
82,9.73,3,71,7.0,10.97
81,8.64,5,70,8.6,15.85
99,7.71,7,73,6.8,16.35
60,6.71,12,72,4.7,46.32
57,8.56,56,66,7.0,53.52
74,6.89,17,75,6.6,32.28
55,7.65,4,64,5.4,40.6
77,6.98,22,62,6.8,33.14
71,6.9,27,79,6.5,36.62
9,5.45,10,61,8.8,100.0
83,9.28,11,86,7.9,12.67
79,7.29,32,74,6.6,32.52
88,8.12,11,82,6.4,17.88
72,6.48,26,64,5.5,40.07
84,8.42,1,75,7.1,15.0
79,7.04,30,61,6.5,34.69
79,6.78,14,73,4.3,29.89
95,9.7,11,78,8.4,8.79
63,7.35,13,68,5.7,40.86
34,4.89,17,73,4.5,87.7
80,9.33,7,72,8.5,13.39
94,8.3,12,89,6.5,14.93
95,8.18,8,81,6.7,14.76
38,8.7,91,85,5.8,79.29
83,9.44,6,72,8.0,12.01
17,8.43,75,84,4.4,98.82
71,6.66,44,84,5.1,42.96
92,7.55,14,72,8.5,19.5
26,9.25,47,77,4.2,69.59
69,7.35,15,66,4.8,33.67
91,8.89,3,74,6.5,12.23
68,6.78,32,75,5.4,41.55
57,4.75,45,77,5.0,77.19
75,6.03,43,61,6.6,45.76
59,4.56,93,66,8.0,95.15
24,7.34,17,60,5.0,79.87
93,7.68,3,81,6.1,16.06
34,6.74,22,84,9.0,71.5
79,7.26,20,72,6.3,29.4
69,6.92,40,80,4.3,42.05
62,5.93,38,62,5.5,63.0
84,8.38,14,87,8.9,16.43
99,9.63,12,77,8.3,9.2
24,4.59,109,65,4.3,100.0
66,7.41,33,67,6.4,40.42
9,6.49,116,86,8.9,100.0
100,9.7,5,87,6.4,7.06
82,8.84,13,89,7.1,15.94
24,8.9,71,85,4.5,83.82
59,5.43,38,64,7.7,67.51
85,7.86,12,80,7.8,19.4
74,5.65,35,74,5.2,44.64
59,7.9,7,81,5.7,35.69
5,8.44,49,65,5.0,100.0
8,4.73,70,73,5.3,100.0
47,7.21,59,87,8.3,70.92
6,5.09,16,86,7.6,100.0
68,5.52,45,61,6.2,53.79
83,8.99,11,88,7.5,14.09
86,8.5,10,82,8.1,15.15
82,9.04,3,86,8.2,11.42
82,8.39,12,70,7.1,19.99
98,8.09,5,81,6.3,13.91
79,5.95,25,73,5.4,37.27
21,5.14,18,84,4.8,100.0
61,6.01,36,69,5.9,61.62
1,9.29,39,85,5.0,92.65
80,9.18,5,81,8.7,12.23
93,8.17,4,84,6.4,13.87
73,7.2,39,68,6.5,39.05
47,7.26,86,62,8.0,84.48
35,5.38,33,71,7.3,90.17
26,6.78,12,85,8.6,74.74
75,5.61,31,84,6.4,41.49
97,8.48,13,71,9.0,14.18
87,7.63,3,78,7.1,17.76
96,8.07,9,76,7.4,15.33
55,7.26,77,84,6.0,72.49
74,6.78,35,78,7.0,37.73
18,4.81,95,88,5.5,100.0
64,6.85,16,68,5.4,44.77
43,8.16,34,89,5.2,57.84
36,5.28,103,67,7.8,100.0
96,7.8,9,85,7.0,15.6
90,9.45,13,78,7.1,12.32
74,6.75,42,74,6.0,41.28
33,7.67,46,69,6.9,78.62
72,7.31,20,81,5.4,31.94
100,7.8,4,76,6.9,14.53
20,5.03,75,67,5.9,100.0
99,9.79,7,84,8.8,5.81
76,6.03,40,76,4.5,42.88
46,6.95,57,69,8.1,75.61
33,5.15,71,78,7.9,100.0
74,6.92,39,64,4.3,40.73
69,6.74,47,63,5.2,47.25
48,8.53,12,86,4.7,41.41
92,8.83,1,73,7.1,11.27
96,8.3,3,71,7.0,13.53
46,4.55,43,60,5.8,91.53
68,6.3,37,80,4.9,45.04
14,4.82,102,62,6.7,100.0
47,7.91,34,84,4.9,56.97
49,5.24,38,88,4.9,77.25
85,7.93,10,74,8.1,18.98
46,7.49,98,70,7.5,84.31
84,9.05,8,77,6.6,14.58
71,6.79,30,78,6.2,38.52
87,9.92,4,78,7.7,7.67
10,9.45,66,88,7.7,88.19
48,6.05,6,76,5.5,57.17
81,8.12,9,74,8.1,19.38
86,9.59,5,75,8.0,9.79
63,6.75,11,84,5.8,41.78
38,8.01,92,73,7.3,86.98
71,7.41,46,67,4.3,41.73
19,4.65,117,82,4.7,100.0
95,9.27,14,89,8.0,10.38
87,8.53,9,74,6.2,16.86
82,8.05,13,81,8.3,19.56
47,6.28,99,60,8.9,94.1
79,7.24,23,68,4.2,31.13
80,9.8,1,82,8.0,8.52
59,6.99,104,65,4.7,78.38
67,6.28,22,80,4.3,41.19
95,7.82,12,73,7.6,17.59
64,6.47,33,84,4.9,52.89
67,6.66,45,74,6.7,46.44
84,7.78,7,70,7.3,20.25
28,8.76,97,78,8.4,87.34
81,7.74,5,76,8.7,19.12
88,7.7,7,78,6.0,19.21
83,9.22,1,89,8.4,9.06
60,6.36,10,80,4.4,46.53
43,9.21,29,65,4.5,49.28
37,8.13,84,72,4.3,85.55
55,8.05,11,61,4.7,41.98
23,8.99,22,89,4.8,64.19
55,5.03,48,76,8.4,76.72
85,9.18,12,82,8.4,12.88
97,9.1,6,89,8.9,7.56
34,5.96,39,84,8.6,86.59
55,7.34,69,69,5.4,70.55
45,4.89,96,77,8.6,100.0
46,5.54,110,86,4.6,100.0
2,7.33,27,66,4.6,100.0
60,6.96,49,70,5.7,61.11
92,7.85,5,88,6.4,15.25
2,9.45,100,70,4.2,100.0
40,6.32,98,79,5.8,100.0
49,7.84,81,89,5.1,73.81
30,7.57,53,66,4.5,86.8
96,8.95,8,81,8.6,10.13
26,7.9,28,66,4.7,77.07
28,5.46,21,63,7.7,92.15
3,5.82,60,63,4.8,100.0
59,9.47,92,68,4.9,56.26
81,8.23,6,87,6.3,17.82
70,5.9,18,63,6.2,41.82
81,9.58,1,81,7.3,9.93
86,9.98,7,74,7.6,9.11
87,8.79,14,79,7.9,15.38
5,7.65,117,62,7.4,100.0
68,6.88,43,66,6.9,44.81
5,4.94,65,65,4.4,100.0
62,7.45,31,70,4.4,48.66
100,7.83,7,77,8.5,13.94
66,6.84,16,83,6.2,36.4
79,5.84,15,69,5.3,35.13
69,7.28,14,81,6.2,31.8
49,8.8,52,77,5.1,55.62
80,7.64,8,81,7.0,21.78
82,9.23,11,82,6.7,14.65
58,8.94,95,71,4.4,61.95
56,8.4,75,62,5.8,64.02
76,7.42,48,61,5.2,40.35
72,6.9,25,76,6.3,35.91
68,5.56,34,70,6.9,48.57
26,5.78,82,72,5.7,100.0
62,6.76,12,72,5.5,44.46
12,6.91,39,64,6.5,100.0
92,8.31,12,74,8.8,15.3
57,5.27,70,83,6.9,82.66
74,7.39,12,74,6.8,28.13
0,7.81,100,66,4.3,100.0
53,7.8,52,85,7.8,58.51
72,6.05,27,60,6.9,42.36
15,4.92,21,78,5.3,100.0
51,8.63,109,67,8.0,69.13
75,5.63,36,78,5.7,43.96
72,7.18,29,75,6.6,35.64
63,6.39,26,60,4.0,54.07
11,8.04,37,84,6.9,93.91
39,8.92,11,74,8.5,44.65
100,8.44,11,86,6.4,13.62
81,7.91,3,86,7.5,17.49
15,6.35,28,60,6.3,100.0
87,7.88,13,71,6.7,20.87
90,9.75,6,82,6.6,8.81
65,5.56,13,64,6.4,45.32
100,7.96,6,77,8.0,13.57
69,6.89,29,71,5.1,39.89
98,8.43,10,87,8.9,11.4
33,5.71,81,70,7.0,100.0
63,7.31,24,84,5.7,44.19
29,6.84,99,78,7.5,100.0
100,9.49,13,71,8.4,10.63
44,8.37,45,71,8.4,59.78
12,5.81,61,81,6.6,100.0
39,5.08,97,87,4.7,100.0
62,7.13,48,63,5.9,58.66
99,8.85,12,82,6.7,12.75
74,7.3,13,79,5.1,28.93
87,8.08,8,70,8.5,17.13
79,7.19,28,74,6.4,31.83
62,6.85,42,69,4.7,57.55
62,7.37,41,82,6.5,51.47
87,8.2,1,70,7.5,15.27
61,6.04,16,65,5.3,52.67
94,7.98,2,79,7.5,13.47
62,7.32,28,63,4.8,49.1
90,9.84,12,85,7.9,8.88
52,7.03,47,86,8.2,63.03
44,7.76,102,70,4.7,84.91
27,7.47,46,81,5.4,86.28
62,6.42,40,72,4.9,59.32
33,5.98,51,80,4.3,95.7
79,6.26,21,70,4.6,34.89
43,5.99,108,66,6.7,100.0
7,4.79,43,77,7.5,100.0
20,6.16,65,73,7.5,100.0
47,7.66,48,82,4.9,65.05
91,8.92,10,71,8.0,13.41
28,8.37,52,80,6.5,78.4
89,8.86,1,84,8.1,9.76
58,6.93,75,62,8.2,72.56
85,8.41,9,75,8.2,16.34
98,8.88,2,73,7.4,10.13
93,8.78,9,78,6.2,13.87
17,8.66,75,77,5.2,96.88
66,7.13,40,81,6.1,42.6
82,9.47,13,88,8.5,12.03
94,7.89,6,72,8.8,14.86
77,5.56,10,75,5.0,35.36
62,7.05,43,71,6.0,56.25
58,7.03,12,66,8.7,44.33
72,6.98,10,78,5.9,30.87
28,8.34,116,79,4.3,94.07
22,6.28,119,78,7.5,100.0
72,7.21,16,60,5.0,33.74
6,5.8,1,76,5.8,100.0
100,8.84,2,80,7.0,9.58
88,7.68,2,70,6.3,18.47
20,8.56,63,76,7.6,88.94
73,6.0,16,67,6.4,38.1
93,8.95,1,86,6.6,9.45
4,5.59,29,84,8.2,100.0
97,8.61,0,73,8.7,9.64
75,6.78,14,68,5.4,32.6
99,9.16,3,88,8.7,6.48
69,5.84,33,71,5.7,46.67
51,5.02,104,65,6.6,100.0
98,9.77,7,82,6.7,7.88
62,7.27,14,84,6.1,40.61
16,8.72,38,81,7.9,80.63
83,9.79,12,82,8.5,10.68
79,7.14,48,80,4.6,37.91
30,5.12,109,75,8.1,100.0
91,9.97,3,71,8.6,6.44
19,9.34,105,79,6.9,90.4
77,5.88,21,69,5.5,37.94
93,7.7,13,79,7.9,17.93
82,9.54,1,81,8.9,8.52
3,8.91,53,68,6.1,100.0
28,5.62,89,71,8.8,100.0
51,8.99,13,82,7.1,35.58
96,9.69,0,78,8.7,5.07
62,6.95,30,71,6.0,51.56
44,6.49,6,69,5.2,58.71
93,9.71,12,78,6.0,11.26
92,9.08,4,89,8.1,8.53
90,9.19,9,84,7.8,10.87
84,9.29,3,71,8.8,10.85
71,6.31,11,81,6.2,34.72
49,5.68,87,70,4.5,97.0
65,6.31,42,65,4.3,50.42
94,7.9,1,85,8.0,12.34
70,5.51,32,82,5.9,46.08
41,8.36,77,77,5.3,76.15
21,4.97,73,85,6.3,100.0
76,6.1,45,61,5.7,45.87
22,7.86,82,88,7.9,100.0
60,5.53,44,84,6.5,67.14
89,8.12,6,70,9.0,15.37
64,6.59,36,72,5.3,54.84
50,6.79,107,82,7.4,85.29
46,5.47,10,69,7.8,65.16
2,7.58,36,82,8.6,100.0
71,6.09,16,74,6.2,38.25
99,9.77,2,83,6.3,6.44
76,7.38,37,78,4.6,35.06
70,6.66,32,61,6.9,41.86
44,7.42,91,81,6.6,86.27
6,8.57,49,69,8.3,99.75
70,6.9,30,67,4.9,39.99
36,4.61,42,79,6.7,99.38
62,7.02,32,62,5.1,52.98
87,9.79,3,75,6.0,9.66
91,8.38,1,74,8.0,12.52
72,5.94,32,72,4.4,43.72
67,5.53,46,61,6.4,54.6
65,5.95,14,79,6.5,41.52
48,5.52,34,72,4.4,76.22
87,9.32,12,76,6.2,14.21
96,8.45,6,83,6.0,13.21
17,7.54,28,70,5.2,90.24
47,8.98,32,73,8.7,46.23
59,4.58,3,79,6.6,53.69
57,9.22,79,86,7.7,52.82
72,6.3,13,64,5.7,36.94
89,9.43,2,88,6.8,8.23
95,7.84,13,81,7.2,17.19
64,5.51,39,77,6.9,61.94
0,7.87,80,62,4.6,100.0
91,7.73,14,85,6.1,19.38
90,8.79,11,75,8.0,14.07
15,6.73,14,86,8.5,89.24
66,7.37,21,76,4.3,36.07
98,7.91,2,83,8.5,11.67
84,8.82,5,87,8.5,11.9
0,4.68,66,76,4.7,100.0
20,5.93,107,63,7.3,100.0
95,8.52,1,81,7.8,10.38
