attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
64,6.9,21,66,4.0,38.14,Medium,Consistent academic performance
52,1.84,104,15,0.6,79.7,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
98,8.76,9,83,8.2,8.0,Low,Consistent academic performance
64,7.22,44,75,5.2,39.65,Medium,Consistent academic performance
62,5.45,19,55,4.5,44.01,Medium,Consistent academic performance
87,7.73,6,86,8.4,15.38,Low,Consistent academic performance
59,6.45,13,73,5.8,39.83,Medium,Low attendance
17,3.01,89,18,2.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
96,9.24,9,85,7.6,8.14,Low,Consistent academic performance
18,2.2,84,48,1.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
94,7.66,8,92,7.5,11.75,Low,Consistent academic performance
74,6.96,36,64,5.2,33.75,Medium,Consistent academic performance
10,3.7,119,15,0.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
64,5.84,22,60,4.1,41.79,Medium,Consistent academic performance
44,3.49,80,18,1.0,79.32,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
73,5.94,29,66,5.3,35.56,Medium,Consistent academic performance
35,0.67,33,38,3.6,86.01,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
23,3.65,99,40,0.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
74,6.64,30,79,4.8,32.25,Medium,Consistent academic performance
96,8.15,2,93,7.7,8.37,Low,Consistent academic performance
96,8.57,8,92,7.8,8.57,Low,Consistent academic performance
78,7.58,3,97,9.7,18.75,Low,Consistent academic performance
78,8.29,6,85,9.7,18.74,Low,Consistent academic performance
98,8.87,7,94,9.6,5.58,Low,Consistent academic performance
66,6.97,23,74,5.5,35.47,Medium,Consistent academic performance
4,3.27,119,36,2.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
66,5.87,42,67,6.2,41.94,Medium,Consistent academic performance
61,6.71,42,66,6.9,42.71,Medium,Consistent academic performance
100,8.86,6,96,8.6,4.68,Low,Consistent academic performance
80,9.62,9,100,7.4,14.53,Low,Consistent academic performance
56,5.24,25,65,5.4,48.41,Medium,Low attendance
11,0.31,69,37,3.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
73,6.97,41,56,6.6,35.3,Medium,Consistent academic performance
58,6.89,31,64,4.6,43.76,Medium,Low attendance
21,0.81,43,26,3.8,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
71,5.07,34,73,5.4,39.19,Medium,Consistent academic performance
32,1.95,35,38,2.6,85.84,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
49,0.47,98,10,0.8,86.77,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
63,6.44,30,57,6.4,41.27,Medium,Consistent academic performance
70,7.24,27,59,5.3,34.46,Medium,Consistent academic performance
56,5.79,12,62,6.7,44.3,Medium,Low attendance
82,8.77,0,87,9.7,14.11,Low,Consistent academic performance
65,5.78,39,55,6.9,43.18,Medium,Consistent academic performance
8,4.02,75,15,4.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
67,5.81,37,55,6.9,41.43,Medium,Consistent academic performance
59,6.4,42,53,6.2,46.63,Medium,Low attendance
4,4.87,38,37,2.2,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
43,4.94,95,46,2.6,73.73,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
98,8.74,2,91,8.0,6.15,Low,Consistent academic performance
95,7.78,9,80,7.7,12.19,Low,Consistent academic performance
83,9.35,1,90,9.0,12.42,Low,Consistent academic performance
71,7.1,20,79,6.9,30.23,Medium,Consistent academic performance
74,6.85,43,51,4.9,36.65,Medium,Consistent academic performance
89,7.94,8,99,7.7,13.2,Low,Consistent academic performance
22,0.39,96,3,3.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
89,8.03,2,100,8.2,11.62,Low,Consistent academic performance
35,4.36,68,8,3.2,82.9,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
72,6.63,15,76,4.0,31.76,Medium,Consistent academic performance
76,8.62,5,93,9.6,18.17,Low,Consistent academic performance
57,6.03,23,76,5.3,44.05,Medium,Low attendance
98,7.57,5,95,9.1,8.07,Low,Consistent academic performance
2,3.77,102,27,0.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
8,1.52,48,46,1.8,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
95,8.85,7,96,7.7,8.0,Low,Consistent academic performance
98,8.21,4,82,7.7,8.61,Low,Consistent academic performance
40,0.24,97,27,3.4,92.92,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
68,5.85,25,78,6.5,36.56,Medium,Consistent academic performance
86,8.96,1,100,8.6,10.87,Low,Consistent academic performance
94,8.05,0,100,7.3,8.9,Low,Consistent academic performance
3,4.34,117,31,2.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
69,5.21,21,63,6.3,38.53,Medium,Consistent academic performance
74,6.11,30,68,5.3,34.45,Medium,Consistent academic performance
50,1.19,100,27,0.4,82.22,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
67,7.43,11,73,5.8,31.56,Medium,Consistent academic performance
0,1.34,67,5,3.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
86,9.01,7,98,7.8,12.32,Low,Consistent academic performance
28,2.36,69,13,2.4,97.34,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
98,8.98,5,96,7.0,6.14,Low,Consistent academic performance
85,9.61,0,86,9.4,10.74,Low,Consistent academic performance
64,5.73,18,73,4.3,40.01,Medium,Consistent academic performance
73,7.2,22,60,4.1,32.38,Medium,Consistent academic performance
68,5.41,28,61,6.6,39.85,Medium,Consistent academic performance
44,3.04,62,44,2.9,74.2,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
4,0.01,75,22,2.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
48,3.02,111,17,0.5,79.38,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
58,5.92,28,64,5.3,45.69,Medium,Low attendance
32,2.02,44,40,3.8,86.34,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
63,6.62,20,62,4.0,39.82,Medium,Consistent academic performance
63,6.53,37,52,6.2,42.81,Medium,Consistent academic performance
76,8.82,2,95,10.0,16.77,Low,Consistent academic performance
40,2.11,64,42,1.9,81.83,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
59,5.31,40,74,6.2,47.26,Medium,Low attendance
65,6.07,44,62,4.8,43.56,Medium,Consistent academic performance
100,8.98,1,82,8.4,5.14,Low,Consistent academic performance
63,6.08,20,65,4.0,40.99,Medium,Consistent academic performance
58,5.98,33,56,5.5,47.02,Medium,Low attendance
81,7.86,7,80,8.0,19.53,Low,Consistent academic performance
84,9.11,2,90,8.2,12.98,Low,Consistent academic performance
10,1.56,67,4,2.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
11,2.8,60,3,0.7,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
29,0.14,88,2,3.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
68,5.08,36,59,5.2,43.0,Medium,Consistent academic performance
89,8.72,9,84,9.5,12.21,Low,Consistent academic performance
59,6.19,15,53,7.0,42.32,Medium,Low attendance
67,6.52,26,62,6.9,37.02,Medium,Consistent academic performance
4,0.77,78,12,2.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
22,2.2,71,33,1.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
91,8.77,4,91,9.5,9.48,Low,Consistent academic performance
55,6.45,33,78,5.3,45.7,Medium,Low attendance
65,5.52,26,52,6.6,42.16,Medium,Consistent academic performance
73,5.5,30,57,4.1,38.33,Medium,Consistent academic performance
58,7.27,36,70,5.8,42.34,Medium,Low attendance
69,7.17,30,71,6.4,34.04,Medium,Consistent academic performance
91,9.2,8,93,7.1,10.2,Low,Consistent academic performance
50,2.31,77,43,1.9,74.32,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
54,1.88,104,32,2.3,75.42,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
65,7.3,26,68,6.7,35.74,Medium,Consistent academic performance
73,6.51,13,56,6.9,31.68,Medium,Consistent academic performance
83,7.65,0,96,9.5,15.34,Low,Consistent academic performance
18,1.56,96,4,2.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
70,6.91,31,78,4.1,34.72,Medium,Consistent academic performance
9,0.67,50,15,3.3,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
57,5.53,39,64,7.0,48.51,Medium,Low attendance
100,9.57,6,86,7.1,4.99,Low,Consistent academic performance
59,6.85,22,57,6.8,41.3,Medium,Low attendance
8,3.83,65,34,2.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
83,9.31,3,85,7.9,13.87,Low,Consistent academic performance
68,7.02,41,51,4.0,40.09,Medium,Consistent academic performance
80,8.25,7,96,8.5,17.34,Low,Consistent academic performance
15,2.39,95,1,2.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
56,5.7,17,72,6.8,44.35,Medium,Low attendance
61,6.19,10,66,5.9,39.33,Medium,Consistent academic performance
20,1.07,48,24,0.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
22,4.33,103,9,3.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
74,6.71,23,67,6.1,31.47,Medium,Consistent academic performance
23,1.45,59,3,0.6,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
17,2.01,60,13,3.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
10,1.36,78,14,0.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
100,9.29,5,85,9.7,4.22,Low,Consistent academic performance
62,5.01,14,61,6.2,42.92,Medium,Consistent academic performance
85,9.57,2,88,9.5,10.91,Low,Consistent academic performance
78,9.77,2,92,8.3,14.48,Low,Consistent academic performance
66,6.69,26,75,4.1,37.31,Medium,Consistent academic performance
64,5.35,30,70,6.6,42.18,Medium,Consistent academic performance
98,9.4,0,83,9.1,4.7,Low,Consistent academic performance
95,8.69,2,91,10.0,6.88,Low,Consistent academic performance
96,9.89,8,82,8.4,6.54,Low,Consistent academic performance
88,9.43,8,86,9.3,10.92,Low,Consistent academic performance
67,6.04,11,65,5.1,36.39,Medium,Consistent academic performance
53,4.4,116,44,0.1,68.67,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
62,6.63,27,52,4.9,42.16,Medium,Consistent academic performance
62,6.17,10,53,4.3,40.84,Medium,Consistent academic performance
87,7.65,5,89,8.6,15.02,Low,Consistent academic performance
84,7.54,4,85,8.0,17.55,Low,Consistent academic performance
78,9.87,2,82,8.2,15.25,Low,Consistent academic performance
74,5.02,34,53,4.1,39.95,Medium,Consistent academic performance
55,5.78,37,65,6.3,49.12,Medium,Low attendance
66,5.31,39,58,4.4,44.74,Medium,Consistent academic performance
95,8.35,6,86,8.0,9.72,Low,Consistent academic performance
70,6.42,22,56,6.6,35.41,Medium,Consistent academic performance
31,4.49,116,24,1.2,89.68,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
78,9.75,8,81,8.8,16.35,Low,Consistent academic performance
66,5.14,35,57,6.8,43.39,Medium,Consistent academic performance
31,3.25,104,14,2.2,94.33,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
16,1.13,100,41,3.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
44,1.38,106,7,2.5,87.9,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
65,5.65,33,71,5.4,41.69,Medium,Consistent academic performance
40,3.45,55,48,3.7,74.56,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
63,6.12,42,67,4.9,43.91,Medium,Consistent academic performance
31,2.5,50,45,0.3,88.07,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
96,9.4,9,93,8.3,6.66,Low,Consistent academic performance
80,8.61,0,96,9.9,14.58,Low,Consistent academic performance
10,1.96,99,40,0.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
47,2.03,88,25,2.1,81.29,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
79,8.59,2,85,8.9,17.17,Low,Consistent academic performance
3,4.15,58,33,2.8,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
70,7.44,17,62,6.6,31.36,Medium,Consistent academic performance
35,1.24,94,42,2.7,93.71,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
98,9.41,5,91,7.0,5.76,Low,Consistent academic performance
79,8.44,9,90,7.1,19.07,Low,Consistent academic performance
39,4.24,101,47,0.4,80.56,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
